frac_ele_deltaE_Bmeson_bkg_poly_gauss,coeff0_ele_deltaE_Bmeson_bkg_poly,coeff1_ele_deltaE_Bmeson_bkg_poly,mu_ele_deltaE_Bmeson_bkg_gauss,sigma_ele_deltaE_Bmeson_bkg_gauss
0.8519043326377869,-0.3039681315422058,0.2021273523569107,-0.007694968953728676,0.023247146978974342
