frac_ele_deltaE_scf_poly_gauss,coeff0_ele_deltaE_scf_poly,coeff1_ele_deltaE_scf_poly,mu_ele_deltaE_scf_gauss,sigma_ele_deltaE_scf_gauss
0.6586174964904785,-1.78377103805542,-0.9110003113746643,0.1686738282442093,0.08663521707057953
