frac_ele_Mbc_scf_argus_gauss,m_ele_Mbc_scf_argus,c_ele_Mbc_scf_argus,p_ele_Mbc_scf_argus,mu_ele_Mbc_scf_gauss,sigma_ele_Mbc_scf_gauss
0.7432065010070801,5.289546012878418,-121.22866821289062,0.30033624172210693,5.277924060821533,0.004318649880588055
