frac_ele_deltaE_Bmeson_bkg_poly_gauss,coeff0_ele_deltaE_Bmeson_bkg_poly,coeff1_ele_deltaE_Bmeson_bkg_poly,mu_ele_deltaE_Bmeson_bkg_gauss,sigma_ele_deltaE_Bmeson_bkg_gauss
0.8975639343261719,-0.34074679017066956,0.024620776996016502,-0.004731742199510336,0.015045658685266972
