frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.9432432651519775,-0.0034778141416609287,0.010971167124807835,0.7349419593811035,2.4804131984710693,-0.0029726563952863216,0.04211844503879547
