mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.279590606689453,0.0028811481315642595,2.2640206813812256,4.811186790466309
