frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.9526905417442322,-0.003333430737257004,0.011270157992839813,0.7592648863792419,2.540903329849243,0.005372340325266123,0.05284663662314415
