mu_mu_Mbc_signal_cb,sigma_mu_Mbc_signal_cb,alpha_mu_Mbc_signal_cb,n_mu_Mbc_signal_cb
5.279688835144043,0.0025925268419086933,1.94400155544281,113.21195220947266
