frac_mu_Mbc_scf_argus_gauss,m_mu_Mbc_scf_argus,c_mu_Mbc_scf_argus,p_mu_Mbc_scf_argus,mu_mu_Mbc_scf_gauss,sigma_mu_Mbc_scf_gauss
0.5476521253585815,5.289727687835693,-144.95529174804688,0.6814074516296387,5.278442859649658,0.00564989447593689
