mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.27933931350708,0.002666375134140253,1.7733792066574097,156.44410705566406
