frac_mu_Mbc_scf_argus_gauss,m_mu_Mbc_scf_argus,c_mu_Mbc_scf_argus,p_mu_Mbc_scf_argus,mu_mu_Mbc_scf_gauss,sigma_mu_Mbc_scf_gauss
0.4918946623802185,5.289637088775635,-259.66180419921875,0.9146273136138916,5.278759479522705,0.004959275014698505
