frac_ele_Mbc_bkg_argus_gauss,m_ele_Mbc_bkg_argus,c_ele_Mbc_bkg_argus,p_ele_Mbc_bkg_argus,mu_ele_Mbc_bkg_gauss,sigma_ele_Mbc_bkg_gauss
0.6622340961254368,5.294672816792316,-150.3472592350557,0.6173369736352216,5.279541958012149,0.005175613422033895
