frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.8809624910354614,-0.005978195928037167,0.017397746443748474,0.616245448589325,131.18319702148438,-0.05922822281718254,0.08755310624837875
