frac_mu_deltaE_bkg_poly_gauss,coeff0_mu_deltaE_bkg_poly,coeff1_mu_deltaE_bkg_poly,mu_mu_deltaE_bkg_gauss,sigma_mu_deltaE_bkg_gauss
0.8129521012306213,-0.5038602948188782,0.07189763337373734,0.02487349510192871,0.051304928958415985
