frac_ele_deltaE_scf_poly_gauss,coeff0_ele_deltaE_scf_poly,coeff1_ele_deltaE_scf_poly,mu_ele_deltaE_scf_gauss,sigma_ele_deltaE_scf_gauss
0.6564143896102905,-0.6635227203369141,-3.14942590193823e-05,-0.012805863283574581,0.04563631862401962
