mu_mu_Mbc_signal_cb,sigma_mu_Mbc_signal_cb,alpha_mu_Mbc_signal_cb,n_mu_Mbc_signal_cb
5.279325485229492,0.002725547645241022,2.1427254676818848,161.4368896484375
