frac_ele_Mbc_scf_argus_gauss,m_ele_Mbc_scf_argus,c_ele_Mbc_scf_argus,p_ele_Mbc_scf_argus,mu_ele_Mbc_scf_gauss,sigma_ele_Mbc_scf_gauss
0.4111771285533905,5.287856578826904,-205.7763214111328,0.5224020481109619,5.278421401977539,0.005245556123554707
