frac_mu_deltaE_scf_poly_gauss,coeff0_mu_deltaE_scf_poly,coeff1_mu_deltaE_scf_poly,mu_mu_deltaE_scf_gauss,sigma_mu_deltaE_scf_gauss
0.37873920798301697,-0.548161506652832,0.1760382354259491,-0.009046632796525955,0.0541270449757576
