q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",50.0,74.76480357564571,2.0735683139877343,2.4713965130022832,1.892459512117959
"(4.0, 8.0)",50.0,80.9122695828599,2.18287382952908,2.5585835546055855,2.0746332315401057
"(10.087, 12.859)",50.0,75.11396740926368,2.5549851194269215,3.0015030393067414,2.3767735186987604
"(14.349, 18.993)",50.0,80.92430058736825,3.9516994042840823,3.6667318891212717,3.6486727727437613
