q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",100.0,127.1396518537275,2.5109981493289557,3.0958056596140797,1.6472834779578363
"(4.0, 8.0)",100.0,131.3160237004799,2.51597904913903,3.19505625404243,1.6478343128615078
"(10.087, 12.859)",100.0,126.26347132596871,4.5484853852417295,3.7687884474071027,3.685500295030264
"(14.349, 18.993)",100.0,130.48445815740024,4.234883544999603,4.720558838533556,2.6415719325865554
