q2reg,MC_signal,mu,mu_error
"(0.1, 4.0)",0.0,7.597034079316798,5.641461768132755
"(4.0, 8.0)",0.0,21.60620213145592,6.652945023731739
"(10.087, 12.052)",0.0,-0.4438918419498022,4.631530689186636
"(14.349, 18.993)",0.0,24.447477297780825,8.569930055358354
