mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.279321670532227,0.0026935760397464037,1.974561095237732,12.120226860046387
