frac_ele_Mbc_scf_argus_gauss,m_ele_Mbc_scf_argus,c_ele_Mbc_scf_argus,p_ele_Mbc_scf_argus,mu_ele_Mbc_scf_gauss,sigma_ele_Mbc_scf_gauss
0.8748210668563843,5.289690971374512,-98.09310913085938,0.29520392417907715,5.279110431671143,0.001548239728435874
