q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",10.0,17.98802992683998,1.0452236969075503,2.061891523966298,0.9036685657421686
"(4.0, 8.0)",10.0,31.84673272143085,1.1043879661903946,1.7199427068056374,0.9438126183744788
"(10.087, 12.052)",10.0,10.033820599477252,1.080318075858756,2.6383479645857713,0.8579476480519226
"(14.349, 18.993)",10.0,33.642484862057515,1.3349811839573815,1.9064077683751617,1.109713173825817
