frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.9558489918708801,-0.0035531779285520315,0.011874732561409473,0.8399786353111267,2.700260639190674,0.01240195520222187,0.04580260440707207
