frac_mu_deltaE_signal_cb_gauss,mu_mu_deltaE_signal_cb,sigma_mu_deltaE_signal_cb,alpha_mu_deltaE_signal_cb,n_mu_deltaE_signal_cb,mu_mu_deltaE_signal_gauss,sigma_mu_deltaE_signal_gauss
0.9498541951179504,-0.0003790734044741839,0.009247747249901295,1.81123685836792,1.2494194507598877,0.005294152535498142,0.024998359382152557
