q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",75.0,84.17287677440909,3.4417635476696478,4.043438778245824,1.9301573946977082
"(4.0, 8.0)",75.0,98.08525243612233,2.8228084320466236,3.032103602848781,2.411967139137808
"(10.087, 12.052)",75.0,74.401874044648,5.31409999017544,3.904947261261197,5.991925324052608
"(14.349, 18.993)",75.0,95.97362869731859,5.082794236281353,3.7772624327535027,5.197354720073737
