frac_ele_Mbc_bkg_argus_gauss,m_ele_Mbc_bkg_argus,c_ele_Mbc_bkg_argus,p_ele_Mbc_bkg_argus,mu_ele_Mbc_bkg_gauss,sigma_ele_Mbc_bkg_gauss
0.9430114030838013,5.289183616638184,-35.856292724609375,0.42847752571105957,5.277693271636963,0.0023525936994701624
