frac_ele_deltaE_scf_poly_gauss,coeff0_ele_deltaE_scf_poly,coeff1_ele_deltaE_scf_poly,mu_ele_deltaE_scf_gauss,sigma_ele_deltaE_scf_gauss
0.7624529600143433,0.05983075127005577,0.02264133282005787,-0.029628966003656387,0.03074493445456028
