q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",2.0,10.190044938209638,1.659522024369072,1.7109295437079224,1.1551135765985912
"(4.0, 8.0)",2.0,25.109136290680006,2.0618483545978994,1.3777036430425686,0.9045896361715903
"(10.087, 12.052)",2.0,1.987159463301507,1.0561935983527584,2.085540458264865,1.0887669095815646
"(14.349, 18.993)",2.0,26.48599524202501,1.2170084877589933,1.1906022343401554,0.7974697508096693
