q2reg,MC_signal,mu,mu_error
"(0.1, 4.0)",0.0,19.86221818515888,6.879266918992535
"(4.0, 8.0)",0.0,30.255289933623658,7.3935822000243325
"(10.087, 12.859)",0.0,22.68633808809528,7.432819002111161
"(14.349, 18.993)",0.0,30.020259364347286,10.374043328146954
