q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",10.0,31.4816062802119,1.56182804266393,1.668281944480609,1.3031495377055
"(4.0, 8.0)",10.0,40.451044653507005,1.0934161498750117,1.525380035631121,0.8883887642890023
"(10.087, 12.859)",10.0,33.627561956320704,1.1282530068996874,1.7188702235783773,0.8785179875862461
"(14.349, 18.993)",10.0,40.26911054710194,2.204546242321025,2.182856511121692,2.011332731535067
