q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",5.0,25.801284220529997,1.4127043550645917,1.2962419933225644,0.9724549608674714
"(4.0, 8.0)",5.0,35.39706104078627,1.102666949813506,1.1142843104110507,0.8195091019631748
"(10.087, 12.859)",5.0,28.4221151139778,0.8947810289282454,1.5306479085505316,4.43377999172136
"(14.349, 18.993)",5.0,35.17240002860636,1.152110747693182,1.6603722332773359,0.8417791510914496
