frac_mu_Mbc_scf_argus_gauss,m_mu_Mbc_scf_argus,c_mu_Mbc_scf_argus,p_mu_Mbc_scf_argus,mu_mu_Mbc_scf_gauss,sigma_mu_Mbc_scf_gauss
0.7630882263183594,5.289364337921143,-109.22301483154297,0.34389162063598633,5.27958345413208,0.0036022423300892115
