MC_signal,MC_bkg,Signal_Yield,Signal_Yield_Error
25,996,58.26208957157969,11.884763195666924
25,996,61.2836398442185,11.907490562673416
25,996,56.496633495644886,11.750571929035335
25,996,56.8963377520895,11.700730348395254
25,996,60.82071386019816,11.8820265788728
25,996,58.43759442819741,11.917947266112677
25,996,55.01647017625419,11.854538709857728
25,996,54.401812073107195,11.814079341316692
25,996,55.706915862384434,11.830385061315958
25,996,49.56549728316978,11.665328005844398
25,996,58.02523442995004,11.702940921226888
25,996,54.12838328454994,11.733084256624853
25,996,58.46467801825503,11.78384965383098
25,996,56.96750234568804,11.821603979339201
25,996,60.82042029180008,11.905199721352943
25,996,54.638845772060684,11.675492196599652
25,996,58.432684586819086,11.793524920918426
25,996,60.54400061791887,11.89265124772487
25,996,49.47830533805762,11.602514302792857
25,996,48.817728229849706,11.547346388893647
25,996,55.378655375319475,11.659666410208352
25,996,54.69281165657795,11.847627783841233
25,996,56.4370958234056,11.795351047212673
25,996,53.9554079423887,11.852864285726778
25,996,56.11677552682906,11.686686371596771
25,996,58.877475558302386,11.779641276724814
25,996,54.273164209619495,11.85797452634622
25,996,57.31706356259318,11.92111439435696
25,996,50.91258311471974,11.76711244114501
25,996,54.71165983535091,11.775996400695082
25,996,57.93472842859481,11.82923900630318
25,996,60.894849249548066,11.771257789489354
25,996,55.876118859758,11.74506248499716
25,996,57.17637154328678,11.865893269154924
25,996,58.13536746261119,11.862369215129647
25,996,54.096384132462425,11.700602433613659
25,996,54.87619386793654,11.62795145797805
25,996,55.11555136785111,11.730309141308094
25,996,51.47381414312877,11.700117200304845
25,996,54.66867178399768,11.79595337240657
25,996,54.523636550783465,11.793632747386706
25,996,53.506105920823906,11.61555525547173
25,996,56.927260965246475,11.811002295953138
25,996,56.34419796173184,11.825149626128766
25,996,52.62946472718072,11.745763155852524
25,996,55.377128633609786,11.884725542713095
25,996,54.94780701440032,11.787068504838548
25,996,58.9797774511422,11.823950189396776
25,996,55.60912949486388,11.800828971092859
25,996,54.068940166426586,11.762729947281784
25,996,55.45664414389229,11.74665317129152
25,996,56.08235623614072,11.817604477443329
25,996,56.82139627539483,11.793396466506422
25,996,53.79918545590787,11.779362420822274
25,996,57.724234741141714,11.770282999094455
25,996,56.690593764995626,11.747641775658696
25,996,57.627307036471066,11.736185319705411
25,996,57.06747872067188,11.92852482633447
25,996,54.81887756722181,11.787466822294881
25,996,59.01263346687735,11.71826197849141
25,996,55.028427552772435,11.834728022306303
25,996,48.504516552394634,11.399668747926583
25,996,57.97767455598031,11.822360654544969
25,996,56.99034768084691,11.811021974045909
25,996,54.02615210003674,11.7485610380864
25,996,54.483351577380006,11.687967048874519
25,996,53.95681941757162,11.80086358568266
25,996,53.520323543792735,11.732305013137687
25,996,52.10976670194089,11.806736848059582
25,996,56.32897337172873,11.781575248955654
25,996,59.270224838076565,11.930810582320792
25,996,54.90245348301196,11.786856787544998
25,996,58.08621899725248,11.920049805307087
25,996,63.23704053615199,11.835094142420694
25,996,57.33218567804674,11.771370035832506
25,996,56.7065166897106,11.795692432879136
25,996,52.44300199745621,11.807132344929101
25,996,50.83689427930189,11.728109575652372
25,996,54.810751233799294,11.811724720783907
25,996,60.32194398655227,11.888020076875879
25,996,55.10496453559396,11.710297162167915
25,996,55.799133295862276,11.815862867722378
25,996,58.00722950596333,11.776024882780305
25,996,50.571976752463314,11.637206453387497
25,996,55.3281119905258,11.90204674467035
25,996,58.44204460917409,11.829833750556897
25,996,54.60064271415747,11.753706429031357
25,996,49.743945519108195,11.661722650572852
25,996,50.1874437130498,11.718027500645562
25,996,54.237999452873375,11.71790763788828
25,996,55.10312357790316,11.689244820354094
25,996,54.58191421361125,11.85893480111011
25,996,54.20966299205252,11.813296246733135
25,996,53.76565231360896,11.78270293232697
25,996,56.85176069755412,11.780957715319897
25,996,56.50452763395208,11.745671470656529
25,996,54.9869523318728,11.85462261373322
25,996,61.96075445239352,11.877398029760972
25,996,55.63988231486906,11.76801275481631
25,996,58.819947190550806,11.858687197970923
25,996,53.40342669508938,11.774201393454694
25,996,50.187732778558626,11.56588900741873
25,996,58.84881874689704,11.829559924529057
25,996,56.32666106217418,11.700709991659812
25,996,53.0189301978221,11.67581481657279
25,996,58.29209549149111,11.863867667526034
25,996,54.076701703215534,11.838820758056972
25,996,57.53105316211244,11.900869679537493
25,996,57.782953747114156,11.79955573956515
25,996,52.37603308423807,11.818003817972855
25,996,54.58300684491246,11.730258247952868
25,996,54.39685636404185,11.829956022659161
25,996,51.0331839492224,11.788744453022979
25,996,54.1328575137636,11.688403694571914
25,996,55.57387906902411,11.726972422526936
25,996,52.2463306078193,11.694331388438926
25,996,50.4890840676974,11.60322231419713
25,996,59.80288133987508,11.86967180721479
25,996,56.36417517354812,11.770476388380374
25,996,53.53782070880974,11.707607763490254
25,996,57.20757994910017,11.899586303631713
25,996,56.326271379801184,12.015665498567621
25,996,50.25839991303585,11.645361983427573
25,996,57.23259965139812,11.692814009308142
25,996,58.67532509052342,11.87499026637856
25,996,60.872081246339356,11.897182831215154
25,996,53.396370479601785,11.672641669032107
25,996,55.00930832257164,11.697454546959808
25,996,55.93149762617358,11.780648447293553
25,996,56.822015953753294,11.771383245462587
25,996,55.11698111771108,11.626915922955643
25,996,57.67588707666482,11.7832931239833
25,996,57.88091337625236,11.813823605166284
25,996,57.4700088935122,11.828579284397854
25,996,58.5334999091024,11.812710786173616
25,996,53.87138251158492,11.799706973268282
25,996,57.55229872906405,11.830041679642829
25,996,52.9900603103675,11.80965391542928
25,996,60.542871167621456,11.932719487522046
25,996,56.33256491557581,11.729069791429648
25,996,59.72913711794748,11.811024248320013
25,996,57.359730804844304,11.93395862840373
25,996,52.15629632936601,11.771089091060727
25,996,57.833658935550794,11.914098526781551
25,996,50.35468269847037,11.754006114624621
25,996,58.858781483688766,11.788681930880395
25,996,54.20871399666554,11.782717592853345
25,996,59.83562312888517,11.87237531872081
25,996,52.885373275476276,11.794720076487597
25,996,60.204567732018404,11.898730658475802
25,996,58.51104115098386,11.804020661603602
25,996,51.651837783426416,11.712916269046403
25,996,57.852700056399804,11.833297235952685
25,996,55.837839615579355,11.772924702775107
25,996,55.5489161778846,11.953675735259228
25,996,59.31793272953,11.771995009924597
25,996,53.28370297713055,11.71404110879536
25,996,57.19298157059835,11.858915376428566
25,996,51.74848486172447,11.773120448284288
25,996,57.239740531406305,11.749098231154768
25,996,55.29678629242784,11.964184190248108
25,996,52.570343244750575,11.57952710856286
25,996,57.41837635684198,11.829551422290363
25,996,53.93799198254665,11.716694648603225
25,996,54.060248624755424,11.793319171686647
25,996,58.90065980879494,11.84276214382312
25,996,55.343024281738906,11.793499223893093
25,996,63.054482427195104,11.823185118751208
25,996,55.45449455871676,11.740113913047374
25,996,55.009898426500975,11.759853955723695
25,996,51.82256358056982,11.614270841042934
25,996,55.717353912526086,11.768414798226807
25,996,58.65792433214437,11.746835721002565
25,996,57.57442589070687,11.77468688463643
25,996,53.37446912825792,11.837251973529828
25,996,58.30618474400996,11.828324254577616
25,996,51.35063929146321,11.659005421089297
25,996,46.80600636471488,11.742925400424362
25,996,57.739438038016516,11.766301181174502
25,996,55.38386767944003,11.836225401069244
25,996,56.034048053555296,11.742897215851881
25,996,56.13442351779082,11.9027777753677
25,996,56.41169228376571,11.852163952721098
25,996,57.56276559224906,11.799726769929425
25,996,55.96822574818816,11.825223282905666
25,996,55.8472536065264,11.82254431486553
25,996,52.528018311125436,11.699400985911495
25,996,59.12689532150874,11.830020274231018
25,996,56.28699254777424,11.72588282134446
25,996,51.5480172464179,11.750227008639872
25,996,54.74796778465249,11.744541796986411
25,996,48.345509155441874,11.582045375509933
25,996,53.66540924537367,11.648553554561975
25,996,58.57186755619402,11.906326166061113
25,996,51.32836626054131,11.6781781882749
25,996,52.886090129802746,11.65642788797218
25,996,58.23785342801349,11.751253412296032
25,996,53.84160350922994,11.904660017733473
25,996,57.414039021860845,11.737734498630722
25,996,53.57079056074394,11.68106914695495
25,996,51.934580967439004,11.782703640200907
25,996,58.548917769897805,11.734901746384768
25,996,55.85580300584004,11.78742499136266
25,996,52.17629095714195,11.750018993616504
