q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",200.0,209.4963399508265,4.100693595365674,4.269068243388407,2.447520558696374
"(4.0, 8.0)",200.0,223.08171983951866,3.54405902020999,3.650830561894566,2.160741850693897
"(10.087, 12.052)",200.0,194.90973749744603,4.490435904008368,4.585633026078224,2.760214552077532
"(14.349, 18.993)",200.0,219.61389063001758,5.040698168017206,4.833753473558273,2.933321947669695
