q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",150.0,178.87796854297252,3.2981802487284986,3.4721320371941564,2.2481632727303493
"(4.0, 8.0)",150.0,181.33913510183186,3.277602480993732,3.660680497225418,2.052893891317696
"(10.087, 12.859)",150.0,176.69685394181508,5.111284103488833,4.231422413020706,2.410224618554512
"(14.349, 18.993)",150.0,179.6217880767084,6.0954791620316175,5.728301371815098,4.013623261089715
