q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",25.0,34.98671319095378,1.3690810421730029,2.622588336165896,1.091133294296754
"(4.0, 8.0)",25.0,33.05906808002364,4.064314739525384,3.759640106513913,2.9716388442892394
"(10.087, 12.052)",25.0,18.46847425578003,1.8231872654889876,3.151651498522947,1.497536018122251
"(14.349, 18.993)",25.0,66.6630536075369,2.988847092922386,3.5622165958686858,1.9462531740255562
