frac_mu_Mbc_scf_argus_gauss,m_mu_Mbc_scf_argus,c_mu_Mbc_scf_argus,p_mu_Mbc_scf_argus,mu_mu_Mbc_scf_gauss,sigma_mu_Mbc_scf_gauss
0.7258545756340027,5.289089202880859,-102.53488159179688,0.47320762276649475,5.279139518737793,0.005545519758015871
