MC_signal,MC_bkg,Signal_Yield,Signal_Yield_Error
5,1023,27.679295715843093,9.387872377599736
5,1023,25.01566065754478,9.25198459590618
5,1023,28.73627943636061,9.377278086313053
5,1023,28.615259698236052,9.309869399035707
5,1023,26.17267427702727,9.301373668674646
5,1023,27.438067064080986,9.336202757489758
5,1023,27.105673589101514,9.312208781290469
5,1023,26.733105738398546,9.314960945034853
5,1023,28.882591812196733,9.40330261472861
5,1023,29.987096717701775,9.40931874412052
5,1023,27.56394512077888,9.300727866222772
5,1023,25.671598980566674,9.24033248007237
5,1023,26.04559307565202,9.309143658388072
5,1023,25.504514039185995,9.317245251682769
5,1023,29.889446014057956,9.338014076561032
5,1023,30.98019133379786,9.364132991810491
5,1023,26.169744329258986,9.275551787048451
5,1023,28.57615538320381,9.353656866047576
5,1023,25.66062560197296,9.28026001894429
5,1023,27.648684411071766,9.327198359967234
5,1023,25.269020528851495,9.244482060269029
5,1023,25.533423694032244,9.300071172107938
5,1023,29.291084379141832,9.27610545201042
5,1023,27.985625194713645,9.310381140852726
5,1023,28.144394511368606,9.304191221217017
5,1023,29.33555334016147,9.39843832901028
5,1023,27.922441057578805,9.272297263957103
5,1023,27.80489162503486,9.304973552586722
5,1023,28.092228051988034,9.370112392183078
5,1023,27.858764983840278,9.329457585293827
5,1023,26.932978209090287,9.378495189360141
5,1023,29.27092372107575,9.392648063574553
5,1023,27.878447142551927,9.406267956003772
5,1023,24.265133503606677,9.209451544149204
5,1023,30.79926744898133,9.370686265381341
5,1023,28.394672482601116,9.400916128999215
5,1023,29.768268410814258,9.37109361961015
5,1023,28.04095536234651,9.391309555434734
5,1023,29.240257939725762,9.423303235193673
5,1023,24.181002502313987,9.232807255455675
5,1023,27.225975284016137,9.36044768831314
5,1023,28.519599749047252,9.40328642786898
5,1023,28.51695299681287,9.309500560063313
5,1023,28.227807502458514,9.38289326030233
5,1023,27.473630014367338,9.280979815773865
5,1023,26.606971706303923,9.276016910251812
5,1023,28.497033127630132,9.37786061490552
5,1023,25.376415913717214,9.208629245297253
5,1023,25.23395550158064,9.16794305958065
5,1023,26.334923283066562,9.30505818105361
5,1023,29.553351038430495,9.373620867886935
5,1023,30.596931119117418,9.374294220370931
5,1023,27.02564324192685,9.319681136685602
5,1023,26.836603707294575,9.242779129246633
5,1023,26.480782282342023,9.381014872548032
5,1023,30.006870830666745,9.359248775367377
5,1023,26.650621906467798,9.3218748844292
5,1023,26.74647864075201,9.320703808848066
5,1023,27.488591926455022,9.217792820839033
5,1023,25.7134511165588,9.227824751438874
5,1023,26.96602620930939,9.223040362265891
5,1023,25.254425886558046,9.20552486089537
5,1023,29.780871457872557,9.399395551565245
5,1023,27.864764199961456,9.310253444507168
5,1023,27.90100015805765,9.415827526546963
5,1023,29.28966628679857,9.397689143310885
5,1023,29.168621999993608,9.312390268978977
5,1023,27.955249175879022,9.296988231411142
5,1023,27.998242021026538,9.356704687795746
5,1023,28.70239142559208,9.409629936744011
5,1023,26.92464206989193,9.357983236043605
5,1023,27.962751506968655,9.339159650865746
5,1023,27.191270976845317,9.338295174309518
5,1023,29.119285693675675,9.40697509577985
5,1023,27.90448755270722,9.349145878483952
5,1023,27.259457516585346,9.423726742284952
5,1023,27.08626236712181,9.35779582157567
5,1023,27.272486105070193,9.27947402629312
5,1023,28.200919761051914,9.393862306790368
5,1023,28.749491927915287,9.350297288892737
5,1023,26.023413358361573,9.259634898045718
5,1023,28.916044358978873,9.336605706906752
5,1023,28.127744315665822,9.322521970078292
5,1023,29.470195413950155,9.323715482387705
5,1023,27.53239922044002,9.313342160953377
5,1023,26.8291178437226,9.380113848448664
5,1023,23.97648580018177,9.222752917201944
5,1023,27.89830348877051,9.360708024584724
5,1023,29.235843304321524,9.425036725931317
5,1023,29.852306020986674,9.40335085645611
5,1023,27.44006319982998,9.226708661010763
