frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.9128831624984741,-0.0032270383089780807,0.011235065758228302,0.7498655319213867,4.239006519317627,-0.04867037758231163,0.07747509330511093
