q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",50.0,60.65295247872154,3.2292734203626536,3.4118209144422282,2.602193900987216
"(4.0, 8.0)",50.0,58.48750426561539,5.237325638042653,4.134858334638739,5.097438184724066
"(10.087, 12.052)",50.0,41.74642532353164,3.669481712121753,3.6957749266273807,2.695012932006777
"(14.349, 18.993)",50.0,93.42158702006404,4.184235349961053,4.619329604427307,2.5963008668680185
