q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",75.0,86.16981716647555,5.093711305288416,3.628600023432034,3.8447220710345844
"(4.0, 8.0)",75.0,83.54844205222832,11.91443504714988,4.727752257305917,8.71541484464174
"(10.087, 12.052)",75.0,65.16924766231648,5.883917489258984,4.076492998023546,5.103149511965836
"(14.349, 18.993)",75.0,120.23287555220035,5.144572905666961,5.255733072802201,3.2062339339696937
