q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",100.0,111.50715274787527,3.7138562026578894,3.5751752732487367,3.3542985658034468
"(4.0, 8.0)",100.0,108.37726034761806,4.1085600947671495,5.024869097508698,2.72487076703331
"(10.087, 12.052)",100.0,89.04300179741567,5.576054599209566,4.540138666589964,5.420956029976499
"(14.349, 18.993)",100.0,146.69157926595037,5.923347396798044,5.701211605855644,3.660633487757796
