q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",75.0,99.25582329860453,2.8437649163302705,3.3049736823282596,1.7027559007695587
"(4.0, 8.0)",75.0,109.47953404598626,4.570947579670927,3.483081004105614,1.7512606291865185
"(10.087, 12.859)",75.0,100.37954432449314,13.42032905255225,4.203608696038562,15.793165470028512
"(14.349, 18.993)",75.0,114.92424064903564,4.2219910647293295,4.4418227661936385,2.5697575754556774
