q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",25.0,47.81880104419173,1.9440306382295627,2.0430226166676198,1.9900779079069582
"(4.0, 8.0)",25.0,58.45664678985524,2.0597650811852635,2.3026811039503547,1.8833195012119042
"(10.087, 12.859)",25.0,49.021836309325856,2.5872218300054435,2.919667501021573,2.3463425197577843
"(14.349, 18.993)",25.0,63.741483546300586,2.636564818609427,3.0799415422965595,1.7016099713687436
