q2reg,MC_signal,mu,mu_error
"(0.1, 4.0)",0.0,9.26792763380935,5.5163346879693345
"(4.0, 8.0)",0.0,5.729489384474007,6.629980092135557
"(10.087, 12.052)",0.0,-2.4606859034644537,4.483945852196072
"(14.349, 18.993)",0.0,39.64919827322801,12.152970985615935
