q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",100.0,124.68159381366766,2.859902977027457,3.538413955401924,1.8418122545743842
"(4.0, 8.0)",100.0,134.6613848176071,3.241205786202029,3.773290751812653,2.0656510163605737
"(10.087, 12.859)",100.0,125.94721178212814,3.9854147548520027,4.6694781121662485,2.4950862574225785
"(14.349, 18.993)",100.0,140.35793446984823,8.74258710050874,5.315715818587692,3.1193529900007952
