frac_ele_Mbc_scf_argus_gauss,m_ele_Mbc_scf_argus,c_ele_Mbc_scf_argus,p_ele_Mbc_scf_argus,mu_ele_Mbc_scf_gauss,sigma_ele_Mbc_scf_gauss
0.8132796287536621,5.289637088775635,-116.03314971923828,0.5422267317771912,5.279926300048828,0.0034970068372786045
