frac_mu_deltaE_signal_cb_gauss,mu_mu_deltaE_signal_cb,sigma_mu_deltaE_signal_cb,alpha_mu_deltaE_signal_cb,n_mu_deltaE_signal_cb,mu_mu_deltaE_signal_gauss,sigma_mu_deltaE_signal_gauss
0.9143210053443909,0.0009490252705290914,-0.009439042769372463,2.0121335983276367,16.249046325683594,-0.03799941763281822,0.0364660806953907
