mu_ele_Mbc_signal_cb,sigma_ele_Mbc_signal_cb,alpha_ele_Mbc_signal_cb,n_ele_Mbc_signal_cb
5.2789998054504395,0.0029208268970251083,4.494210243225098,17.0343074798584
