frac_mu_deltaE_bkg_poly_gauss,coeff0_mu_deltaE_bkg_poly,coeff1_mu_deltaE_bkg_poly,mu_mu_deltaE_bkg_gauss,sigma_mu_deltaE_bkg_gauss
0.829457700252533,-0.32860949635505676,0.14182749390602112,-0.021404726430773735,0.025211146101355553
