frac_ele_deltaE_bkg_poly_gauss,coeff0_ele_deltaE_bkg_poly,coeff1_ele_deltaE_bkg_poly,mu_ele_deltaE_bkg_gauss,sigma_ele_deltaE_bkg_gauss
0.8833360075950623,-0.2546844482421875,-0.033959999680519104,-0.030676009133458138,0.03893548622727394
