mu_mu_Mbc_signal_cb,sigma_mu_Mbc_signal_cb,alpha_mu_Mbc_signal_cb,n_mu_Mbc_signal_cb
5.279006481170654,0.0026429069694131613,4.797511100769043,15.173284530639648
