frac_ele_deltaE_signal_cb_gauss,mu_ele_deltaE_signal_cb,sigma_ele_deltaE_signal_cb,alpha_ele_deltaE_signal_cb,n_ele_deltaE_signal_cb,mu_ele_deltaE_signal_gauss,sigma_ele_deltaE_signal_gauss
0.4626554250717163,-0.001308298553340137,0.008519141003489494,2.4255635738372803,0.0004343495820648968,-0.017621206119656563,0.02438979223370552
