q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",150.0,123.26462086742411,6.711933276417099,2.0197423808056394,2.025194730120232
"(4.0, 8.0)",150.0,201.85737486978556,10.969789096596342,7.719259435651472,8.503995446552738
"(10.087, 12.052)",150.0,188.08304503212833,9.885303553435898,7.361060203644077,7.767510240416192
"(14.349, 18.993)",150.0,261.49627342678724,13.479915553565803,7.273288669270965,10.1032776324443
