q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",25.0,18.401426178215782,1.3918644118373678,3.402753930203976,1.2443726866952425
"(4.0, 8.0)",25.0,82.35278920417322,5.338648357132079,4.273709892836936,4.415483524304946
"(10.087, 12.052)",25.0,60.372572660673725,4.226945227242608,4.012407019535792,2.4818401768200227
"(14.349, 18.993)",25.0,117.32418307574468,5.906513111844819,3.5487348738652016,4.632323935973879
