q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",25.0,20.39106292038327,1.3885260014551097,3.2592557173625734,1.1712825445316157
"(4.0, 8.0)",25.0,146.0374951478508,4.469932685561821,3.51123618392156,3.6335209944652793
"(10.087, 12.859)",25.0,162.00515821652908,4.61819984996229,3.5277706114266065,2.6069509973013822
"(14.349, 18.993)",25.0,154.7124370313452,6.555925849080445,3.707105391763658,5.377921021170129
