q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",5.0,7.723776801995952,0.41727749596432095,1.4151372660119252,0.37490284205815233
"(4.0, 8.0)",5.0,127.38728049088641,2.1227068223091115,1.661392051293138,1.7758762092909288
"(10.087, 12.859)",5.0,140.08485444864166,2.4917552063588984,1.7526950938029962,2.0117073458518098
"(14.349, 18.993)",5.0,130.05806937863852,3.5060029516801143,1.956213700246953,2.9400072406057243
