q2reg,MC_signal,mu,mu_error
"(0.1, 4.0)",0.0,-0.7389972323831328,1.942587984261313
"(4.0, 8.0)",0.0,58.354175372886274,18.69821233325877
"(10.087, 12.052)",0.0,34.395387426277416,16.78631639155098
"(14.349, 18.993)",0.0,88.1841717171575,26.976785259801886
