q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",50.0,39.67230826475132,2.6080241869329317,4.129317651776148,2.5549407184492976
"(4.0, 8.0)",50.0,106.34921988973115,6.908224156451984,5.611424314223924,4.063938921751812
"(10.087, 12.052)",50.0,86.43898163576067,6.08005290910591,5.290778114232951,3.642227515844252
"(14.349, 18.993)",50.0,146.58389676121539,8.267170531558389,4.7663765033391865,6.688123053763822
