q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",100.0,82.73860239826689,3.962538455965858,3.679590741028782,3.9570415510836385
"(4.0, 8.0)",100.0,154.50360951996103,9.123358822137497,6.913012747508879,5.21418945642276
"(10.087, 12.052)",100.0,137.45343787851198,9.130610227400274,7.067809301593171,7.896438394789054
"(14.349, 18.993)",100.0,204.42377052567133,11.670180586608238,6.6733002153910475,8.577907439129197
