q2reg,MC_signal,mu,mu_error,sigma,sigma_error
"(0.1, 4.0)",2.0,5.885881664119926,1.4788605808802697,1.1900140231370278,1.1453358897137018
"(4.0, 8.0)",2.0,124.57230535276183,2.1184306656359326,1.3455603670004836,2.108504529642263
"(10.087, 12.859)",2.0,136.99532029144174,3.1947744448059456,1.4496198208398186,2.700431435613237
"(14.349, 18.993)",2.0,126.41156133090395,2.656856665476382,1.2494413607502468,2.3457302004570453
