q2reg,MC_signal,mu,mu_error
"(0.1, 4.0)",0.0,5.002041625859438,3.820017022504525
"(4.0, 8.0)",0.0,122.45128523945903,20.16473220617357
"(10.087, 12.859)",0.0,134.44042743641148,21.467756235443666
"(14.349, 18.993)",0.0,123.76955113553166,28.12162191063894
